"iata,""type"",""name_ru"",""name_en"",""coordinates"",""timezone"",""parent_name_en"""
"KCQ,""city"",""Чигник"",""Chignik"",""56.2952778:-158.4022222"",,""United States"""
"KCR,""city"",""Колорадо Крик"",""Colorado Creek"",""63.57:-155.99"",""America/Los_Angeles"",""United States"""
"KCS,""city"",""Кингс Крик Стейшн"",""Kings Creek Station"",""-24.42:131.82"",""Australia/Lindeman"",""Australia"""
"KCT,""city"",""Коггала"",""Koggala"",""5.9945694:80.3206143"",,""Sri Lanka"""
"KCU,""city"",""Масинди"",""Masindi"",""1.76:31.74"",""Africa/Kampala"",""Uganda"""
"KCZ,""city"",""Коти"",""Kochi"",""33.5588035:133.5311675"",""Asia/Tokyo"",""Japan"""
"KDA,""city"",""Колда"",""Kolda"",""12.89952:-14.94427"",""Africa/Dakar"",""Senegal"""
"KDB,""city"",""Камбалда"",""Kambalda"",""-31.19:121.6"",""Australia/Perth"",""Australia"""
"KDC,""city"",""Канди"",""Kandi"",""11.1286111:2.9369444"",""Africa/Porto-Novo"",""Benin"""
"KDD,""city"",""Хуздар"",""Khuzdar"",""27.8:66.6166667"",""Asia/Karachi"",""Pakistan"""
"KDE,""city"",""Короба"",""Koroba"",""-5.68:142.73"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KDF,""city"",""Коуба"",""Kouba"",""7.8:15.65"",""Africa/Algiers"",""Algeria"""
"KDG,""city"",""Кырджали"",""Kardjali"",""41.6427463:25.3687185"",""Europe/Sofia"",""Bulgaria"""
"KDH,""city"",""Кандагар"",""Kandahar"",""31.6031:65.7615"",""Asia/Kabul"",""Afghanistan"""
"KDI,""city"",""Кендари"",""Kendari"",""-3.957962:122.5713329"",""Asia/Makassar"",""Indonesia"""
"KDL,""city"",""Кярдла"",""Kardla"",""58.998152:22.7468676"",""Europe/Tallinn"",""Estonia"""
"KDM,""city"",""Каадедду"",""Kaadedhdhoo"",""0.48818:72.995542"",""Indian/Maldives"",""Maldives"""
"KDN,""city"",""Нданде"",""Ndende"",""-2.4050206:11.3572893"",""Africa/Libreville"",""Gabon"""
"KDO,""city"",""Кадхдуу"",""Kadhdhoo"",""1.86:73.52"",""Indian/Maldives"",""Maldives"""
"KDP,""city"",""Кандеп"",""Kandep"",""-5.83:143.5"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KDQ,""city"",""Камбераторо"",""Kamberatoro"",""-3.62:141.07"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KDR,""city"",""Кандриан"",""Kandrian"",""-6.18:149.53"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KDS,""city"",""Камаран Даунс"",""Kamaran Downs"",""-24.333333:139.166667"",""Australia/Lindeman"",""Australia"""
"KDT,""city"",""Кампхангсаен"",""Kamphangsaen"",,,""Thailand"""
"KDU,""city"",""Скарду"",""Skardu"",""35.34:75.54"",""Asia/Karachi"",""Pakistan"""
"KDV,""city"",""Кандаву"",""Kandavu"",""-19.06:178.16"",""Pacific/Fiji"",""Fiji"""
"KDW,""city"",""Канди"",""Kandy"",,,""Sri Lanka"""
"KDY,""city"",""Махавели"",""Mahaweli"",,,""Sri Lanka"""
"KDZ,""city"",""Катугастота"",""Katugastota"",,,""Sri Lanka"""
"KEA,""city"",""Кейсах"",""Keisah"",""-7.67:140.5"",""Asia/Kabul"",""Indonesia"""
"KEB,""city"",""Нануолек"",""Nanwalek"",""59.3563889:-151.9208333"",""America/Anchorage"",""United States"""
"KEC,""city"",""Касенга"",""Kasenga"",""-10.35:28.63"",""Africa/Lubumbashi"",""Democratic Republic of the Congo"""
"KED,""city"",""Каэди"",""Kaedi"",""16.151739:-13.49702"",""Africa/Nouakchott"",""Mauritania"""
"KEE,""city"",""Келле"",""Kelle"",""-0.0666667:14.5"",""Africa/Brazzaville"",""Republic of the Congo"""
"KEG,""city"",""Кеглшугл"",""Keglsugl"",""-5.808333:145.083333"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KEH,""city"",""Кенмор Эйр Харбор"",""Kenmore Air Harbor"",""47.75:-122.26"",""America/Los_Angeles"",""United States"""
"KEI,""city"",""Кепи"",""Kepi"",""-6.53:139.3"",""Asia/Jayapura"",""Indonesia"""
"KEJ,""city"",""Кемерово"",""Kemerovo"",""55.3712387:86.0524371"",""Asia/Novokuznetsk"",""Russia"""
"KEK,""city"",""Эквок"",""Ekwok"",""59.3497222:-157.4752777"",""America/Anchorage"",""United States"""
"KEL,""city"",""Киль"",""Kiel"",""54.322684:10.13586"",""Europe/Berlin"",""Germany"""
"KEM,""city"",""Кеми"",""Kemi"",""65.7360935:24.5636293"",""Europe/Helsinki"",""Finland"""
"KEN,""city"",""Кенеме"",""Kenema"",""7.89:-11.18"",""Africa/Freetown"",""Sierra Leone"""
"KEO,""city"",""Одиенне"",""Odienne"",""9.5166667:-7.5666667"",""Africa/Abidjan"",""Ivory Coast"""
"KEP,""city"",""Непалгандж"",""Nepalganj"",""28.1:81.67"",""Asia/Kathmandu"",""Nepal"""
"KEQ,""city"",""Кебар"",""Kebar"",""-0.8:133.05"",""Africa/Bamako"",""Indonesia"""
"KER,""city"",""Керман"",""Kerman"",""30.28027:57.06702"",""Asia/Tehran"",""Iran"""
"KES,""city"",""Келси"",""Kelsey"",""56.04:-96.51"",""America/Toronto"",""Canada"""
"KET,""city"",""Кенг Тунг"",""Keng Tung"",""21.3:99.64"",""Asia/Rangoon"",""Myanmar"""
"KEU,""city"",""Келли Бар"",""Kelly Bar"",""50.6:-4.27"",""America/Los_Angeles"",""United States"""
"KEV,""city"",""Куоревеси"",""Kuorevesi"",""61.86:24.79"",""Europe/Helsinki"",""Finland"""
"KEW,""city"",""Кивейвин"",""Keewaywin"",""52.99:-92.84"",""America/St_Johns"",""Canada"""
"KEX,""city"",""Канеби"",""Kanabea"",""-7.53:145.9"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KEY,""city"",""Керичо"",""Kericho"",""-0.42:35.25"",""Africa/Nairobi"",""Kenya"""
"KEZ,""city"",""Келания"",""Kelaniya"",,,""Sri Lanka"""
"KFA,""city"",""Киффа"",""Kiffa"",""16.617069:-11.40388"",""Africa/Nouakchott"",""Mauritania"""
"KFG,""city"",""Калкерунг"",""Kalkurung"",""-17.433333:130.816667"",""Australia/Lindeman"",""Australia"""
"KFP,""city"",""Фолз Пасс"",""False Pass"",""54.8508333:-163.415"",""America/Anchorage"",""United States"""
"KFS,""city"",""Кастамону"",""Kastamonu"",""41.27:22.89"",""+0.0"",""Turkey"""
"KGA,""city"",""Кананга"",""Kananga"",""-5.892211:22.402781"",""Africa/Lubumbashi"",""Democratic Republic of the Congo"""
"KGB,""city"",""Кондж"",""Konge"",""-6.149044:147.639111"",""Africa/Lagos"",""Papua New Guinea"""
"KGC,""city"",""Кингскот"",""Kingscote"",""-35.656624:137.6383557"",""Australia/Adelaide"",""Australia"""
"KGD,""city"",""Калининград"",""Kaliningrad"",""54.7:20.5"",""Europe/Kaliningrad"",""Russia"""
"KGE,""city"",""Остров Кагау"",""Kagau"",""-7.3300826:157.5850096"",""+0.0"",""Solomon Islands"""
"KGF,""city"",""Караганда"",""Karaganda"",""49.8333333:73.1666667"",""Asia/Aqtobe"",""Kazakhstan"""
"KGG,""city"",""Кедугу"",""Kedougou"",""12.55438:-12.17323"",""Africa/Dakar"",""Senegal"""
"KGH,""city"",""Йонгаи"",""Yongai"",""-8.58:147.5"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KGI,""city"",""Калгурли"",""Kalgoorlie"",""-30.7470155:121.4748548"",""Australia/Perth"",""Australia"""
"KGJ,""city"",""Каронга"",""Karonga"",""-9.9333333:33.9333333"",""Africa/Blantyre"",""Malawi"""
"KGK,""city"",""Колиганек"",""New Koliganek"",""59.7260532:-157.28274"",""America/Anchorage"",""United States"""
"KGL,""city"",""Кигали"",""Kigali"",""-1.97:30.14"",""Africa/Kigali"",""Rwanda"""
"KGM,""city"",""Кунгум"",""Kungum"",""-5.18:39.78"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KGN,""city"",""Касонго-Люнда"",""Kasongo Lunda"",""-6.478988:16.82765"",""Africa/Luanda"",""Democratic Republic of the Congo"""
"KGO,""city"",""Кировоград"",""Kirovograd"",""48.507933:32.262317"",""Europe/Zaporozhye"",""Ukraine"""
"KGP,""city"",""Когалым"",""Kogalym"",""62.19:74.53"",""Asia/Yekaterinburg"",""Russia"""
"KGR,""city"",""Кулджера"",""Kulgera"",""-25.844941:133.405831"",""Australia/Darwin"",""Australia"""
"KGS,""city"",""Кос"",""Kos"",""36.7998512:27.1029431"",""Europe/Athens"",""Greece"""
"KGU,""city"",""Кенингау"",""Keningau"",""5.36:116.16"",""Asia/Kuching"",""Malaysia"""
"KGW,""city"",""Каджи"",""Kagi"",""-9.05:146.833333"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KGX,""city"",""Грейлинг"",""Grayling"",""62.9036111:-160.0647222"",""America/Detroit"",""United States"""
"KGY,""city"",""Кингарой"",""Kingaroy"",""-26.5408702:151.8393195"",""Australia/Lindeman"",""Australia"""
"KGZ,""city"",""Глейшер Крик"",""Glacier Creek"",""61.4545783:-142.3807389"",""America/Los_Angeles"",""United States"""
"KHA,""city"",""Канех"",""Khaneh"",""36.73:45.15"",""Asia/Tehran"",""Iran"""
"KHC,""city"",""Керчь"",""Kerch"",""45.355317:36.470833"",""Europe/Simferopol"",""Ukraine"""
"KHD,""city"",""Хуррамобод"",""Khorramabad"",""33.4666667:48.35"",""Asia/Tehran"",""Iran"""
"KHE,""city"",""Херсон"",""Kherson"",""46.635417:32.616867"",""Europe/Simferopol"",""Ukraine"""
"KHG,""city"",""Кашгар"",""Kashi"",""39.4704:75.989755"",""Asia/Kashgar"",""China"""
"KHH,""city"",""Гаосюн"",""Kaohsiung"",""23.0108714:120.6660044"",""Asia/Taipei"",""Taiwan"""
"KHI,""city"",""Карачи"",""Karachi"",""24.893379:67.028061"",""Asia/Karachi"",""Pakistan"""
"KHJ,""city"",""Каухайоки"",""Kauhajoki"",""62.46:22.39"",""Europe/Helsinki"",""Finland"""
"KHK,""city"",""Харк"",""Khark Island"",""29.2457199:50.3120667"",""Asia/Tehran"",""Iran"""
"KHL,""city"",""Кхулна"",""Khulna"",""22.842649:89.558243"",""Asia/Dhaka"",""Bangladesh"""
"KHM,""city"",""Хамти"",""Khamti"",""25.987867:95.674054"",""Asia/Rangoon"",""Myanmar"""
"KHN,""city"",""Наньчан"",""Nanchang"",""28.68316:115.858089"",""Asia/Shanghai"",""China"""
"KHO,""city"",""Кхока Мойа"",""Khoka Moya"",""-24.58:31.4"",""Africa/Johannesburg"",""South Africa"""
"KHR,""city"",""Хархорин"",""Kharkhorin"",""47.1972222:102.8238889"",""Asia/Ulaanbaatar"",""Mongolia"""
"KHS,""city"",""Эль-Хасаб"",""Khasab"",""26.1963546:56.2440495"",""Asia/Muscat"",""Oman"""
"KHT,""city"",""Хост"",""Khost"",""33.3585079:69.8597406"",""Asia/Kabul"",""Afghanistan"""
"KHU,""city"",""Кременчуг"",""Kremenchug"",""49.065783:33.410033"",""Europe/Moscow"",""Ukraine"""
"KHV,""city"",""Хабаровск"",""Khabarovsk"",""48.476719:135.0940705"",""Asia/Vladivostok"",""Russia"""
"KHW,""city"",""Хвай Ривер Лодж"",""Khwai River Lodge"",""-19.15:23.78"",""Africa/Gaborone"",""Botswana"""
"KHY,""city"",""Хой"",""Khoy"",""38.5525:44.9477778"",,""Iran"""
"KHZ,""city"",""Кауэхи"",""Kauehi"",""-15.9086316:-145.2134928"",""+0.0"",""French Polynesia"""
"KIA,""city"",""Каиапит"",""Kaiapit"",""-6.27:146.25"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KIB,""city"",""Айваноф Бэй"",""Ivanof Bay"",""55.9111111:-159.4891667"",""America/Anchorage"",""United States"""
"KIC,""city"",""Кинг Сити"",""King City"",""36.2127439:-121.1260287"",""America/New_York"",""United States"""
"KID,""city"",""Кристианстад"",""Kristianstad"",""56.0312204:14.1549156"",""Europe/Stockholm"",""Sweden"""
"KIE,""city"",""Киета"",""Kieta"",""-6.31:155.73"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KIF,""city"",""оз. Кингфишер"",""Kingfisher Lake"",""53.0484391:-89.8168128"",""America/Winnipeg"",""Canada"""
"KIG,""city"",""Коингхаас"",""Koinghaas"",""-30.19:17.28"",""Africa/Johannesburg"",""South Africa"""
"KIH,""city"",""Киш"",""Kish Island"",""26.5324775:53.9867949"",""Asia/Tehran"",""Iran"""
"KII,""city"",""Кибули"",""Kibuli"",,,""Papua New Guinea"""
"KIJ,""city"",""Ниигата"",""Niigata"",""37.9161924:139.0364126"",""Asia/Tokyo"",""Japan"""
"KIK,""city"",""Киркук"",""Kirkuk"",""35.4681:44.3953"",""Asia/Baghdad"",""Iraq"""
"KIL,""city"",""Килва"",""Kilwa"",""-9.28:28.32"",""Africa/Lubumbashi"",""Democratic Republic of the Congo"""
"KIM,""city"",""Кимберли"",""Kimberley"",""-28.72929:24.75404"",""Africa/Johannesburg"",""South Africa"""
"KIN,""city"",""Кингстон"",""Kingston"",""17.992731:-76.792009"",""America/Jamaica"",""Jamaica"""
"KIO,""city"",""Кили"",""Kili Island"",""5.6405493:169.1181599"",""Pacific/Majuro"",""Marshall Islands"""
"KIP,""city"",""Уичито-Фолс"",""Wichita Falls"",""33.9137085:-98.4933873"",,""United States"""
"KIQ,""city"",""Кира"",""Kira"",""-8.07:147.32"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KIR,""city"",""Фарранфор"",""Farranfore"",""52.1712631:-9.5501058"",""Europe/Dublin"",""Ireland"""
"KIS,""city"",""Кисуму"",""Kisumu"",""-0.09516:34.74733"",""Africa/Nairobi"",""Kenya"""
"KIT,""city"",""Китира"",""Kithira"",""36.27:23.02"",""Europe/Athens"",""Greece"""
"KIU,""city"",""Киунга"",""Kiunga"",""-1.73:41.47"",,""Kenya"""
"KIV,""city"",""Кишинёв"",""Chisinau"",""47.026859:28.841551"",""Europe/Chisinau"",""Moldova"""
"KIW,""city"",""Китве"",""Kitwe"",""-12.80383:28.21314"",""Africa/Lusaka"",""Zambia"""
"KIY,""city"",""Килва"",""Kilwa"",""-8.91:39.51"",""Africa/Dar_es_Salaam"",""Tanzania"""
"KIZ,""city"",""Кикинонда"",""Kikinonda"",""-8.53:147.93"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KJA,""city"",""Красноярск"",""Krasnojarsk"",""56.0012512:92.8855896"",""Asia/Krasnoyarsk"",""Russia"""
"KJK,""city"",""Кортрейк"",""Kortrijk"",""50.82333:3.25882"",""Europe/Brussels"",""Belgium"""
"KJP,""city"",""Керама"",""Kerama"",""26.17:127.29"",""Asia/Tokyo"",""Japan"""
"KJU,""city"",""Камираба"",""Kamiraba"",""-2.881803:151.249234"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KKA,""city"",""Койек"",""Koyuk"",""64.9319444:-161.1569443"",""America/Nome"",""United States"""
"KKB,""city"",""Китои Бэй"",""Kitoi Bay"",,""America/Anchorage"",""United States"""
"KKC,""city"",""Кхонкэн"",""Khon Kaen"",""15.9717357:102.6216211"",""Asia/Bangkok"",""Thailand"""
"KKD,""city"",""Кокода"",""Kokoda"",""-8.88:147.72"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KKE,""city"",""Керайкри"",""Kerikeri"",""-35.2286099:173.9477921"",""Pacific/Auckland"",""New Zealand"""
"KKF,""city"",""Кагвик Крик"",""Kagvik Creek"",,""America/Nome"",""United States"""
"KKG,""city"",""Конаварук"",""Konawaruk"",""5.22:-59.02"",""America/Guyana"",""Guyana"""
"KKH,""city"",""Конгиганак"",""Kongiganak"",""59.9538889:-162.8952778"",""America/Nome"",""United States"""
"KKI,""city"",""Акиачак"",""Akiachak"",,""America/Nome"",""United States"""
"KKJ,""city"",""Кита Кьюшу"",""Kita Kyushu"",""33.85:131.03"",""Asia/Tokyo"",""Japan"""
"KKK,""city"",""Калакакет"",""Kalakaket"",,""America/Nome"",""United States"""
"KKL,""city"",""оз. Карлек"",""Karluk Lake"",""57.377773:-154.0495902"",""America/Anchorage"",""United States"""
"KKM,""city"",""Лопбури"",""Lop Buri"",""15.0499572:100.8903099"",""Asia/Bangkok"",""Thailand"""
"KKN,""city"",""Киркенес"",""Kirkenes"",""69.7269192:30.0450432"",""Europe/Oslo"",""Norway"""
"KKO,""city"",""Кайко"",""Kaikohe"",""-35.4071941:173.8039261"",""Pacific/Auckland"",""New Zealand"""
"KKP,""city"",""Кулберра"",""Koolburra"",""-15.583333:143.95"",""Australia/Brisbane"",""Australia"""
"KKR,""city"",""Каукура Атолл"",""Kaukura Atoll"",""-15.67:-146.89"",""Pacific/Tahiti"",""French Polynesia"""
"KKT,""city"",""Кентленд"",""Kentland"",""40.7703153:-87.4453033"",""America/New_York"",""United States"""
"KKU,""city"",""Екук"",""Ekuk"",""58.81:-158.56"",""America/Anchorage"",""United States"""
"KKW,""city"",""Киквите"",""Kikwit"",""-5.040981:18.816191"",""Africa/Kinshasa"",""Democratic Republic of the Congo"""
"KKX,""city"",""Кагосима"",""Kikaiga Shima"",""28.32:129.93"",""Asia/Tokyo"",""Japan"""
"KKY,""city"",""Килкенни"",""Kilkenny"",""52.6537541:-7.2479833"",""Europe/Dublin"",""Ireland"""
"KKZ,""city"",""Као Конг"",""Koh Kong"",""11.3369155:103.0011331"",""Asia/Phnom_Penh"",""Cambodia"""
"KLB,""city"",""Калабо"",""Kalabo"",""-14.98:22.63"",""Africa/Lusaka"",""Zambia"""
"KLC,""city"",""Каолак"",""Kaolack"",""14.15:-16.05"",""Africa/Dakar"",""Senegal"""
"KLD,""city"",""Тверь"",""Tver"",""56.8579292:35.9238282"",""Europe/Moscow"",""Russia"""
"KLE,""city"",""Каеле"",""Kaele"",""10.1:14.45"",""Africa/Douala"",""Cameroon"""
"KLF,""city"",""Калуга"",""Kaluga"",""54.514679:36.2714195"",""Europe/Moscow"",""Russia"""
"KLG,""city"",""Калскаг"",""Kalskag"",""61.5372222:-160.3052778"",""America/Nome"",""United States"""
"KLH,""city"",""Колхапур"",""Kolhapur"",""16.7:74.2333"",""Asia/Kolkata"",""India"""
"KLI,""city"",""Кота Коли"",""Kota Koli"",""4.16:21.65"",""Africa/Kinshasa"",""Democratic Republic of the Congo"""
"KLK,""city"",""Калокол"",""Kalokol"",""3.48:35.83"",""Africa/Nairobi"",""Kenya"""
"KLL,""city"",""Левелок"",""Levelock"",""59.1141667:-156.8588889"",""America/Anchorage"",""United States"""
"KLM,""city"",""Калалех"",""Kalaleh"",,,""Iran"""
"KLN,""city"",""Ларсен Бэй"",""Larsen Bay"",,""America/Anchorage"",""United States"""
"KLO,""city"",""Калибо"",""Kalibo"",""11.68:122.38"",""Asia/Manila"",""Philippines"""
"KLP,""city"",""Залив Келп"",""Kelp Bay"",""57.2981619:-134.8658306"",""America/Juneau"",""United States"""
"KLQ,""city"",""Келуанг"",""Keluang"",""-2.65:103.92"",""Asia/Pontianak"",""Indonesia"""
"KLR,""city"",""Кальмар"",""Kalmar"",""56.6614449:16.362723"",""Europe/Stockholm"",""Sweden"""
"KLS,""city"",""Келсо"",""Kelso"",""46.146779:-122.9084445"",""America/Chicago"",""United States"""
"KLT,""city"",""Кайзерслаутерн"",""Kaiserslautern"",""49.4446997:7.7690041"",""Europe/Berlin"",""Germany"""
"KLU,""city"",""Клагенфурт"",""Klagenfurt"",""46.62794:14.30899"",""Europe/Vienna"",""Austria"""
"KLV,""city"",""Карловы Вары"",""Karlovy Vary"",""50.2322052:12.8712765"",""Europe/Prague"",""Czech Republic"""
"KLW,""city"",""Клоок"",""Klawock"",""55.5522222:-133.0958333"",""America/Juneau"",""United States"""
"KLX,""city"",""Каламата"",""Kalamata"",""37.027371:22.1091159"",""Europe/Athens"",""Greece"""
"KLY,""city"",""Калима"",""Kalima"",""-2.58:26.73"",""Africa/Lubumbashi"",""Democratic Republic of the Congo"""
"KLZ,""city"",""Клейнзи"",""Kleinzee"",""-29.69:17.09"",""Africa/Johannesburg"",""South Africa"""
"KMA,""city"",""Керема"",""Kerema"",""-7.96:145.77"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KMB,""city"",""Койнамб"",""Koinambe"",""-5.5:144.633333"",""Pacific/Port_Moresby"",""Papua New Guinea"""
"KMC,""city"",""Кинг Кахлид Мил. Сити"",""King Khalid Mil. City"",""27.9:45.53"",""Asia/Riyadh"",""Saudi Arabia"""
"KMD,""city"",""Канджи"",""Mandji"",""-1.7:10.4"",""Africa/Libreville"",""Gabon"""
"KME,""city"",""Камембе"",""Kamembe"",""-2.46:28.91"",""Africa/Kigali"",""Rwanda"""
"KMF,""city"",""Камины"",""Kamina"",""-7.62:145.9"",""Asia/Kabul"",""Papua New Guinea"""
"KMG,""city"",""Куньмин"",""Kunming"",""25.037721:102.722202"",""Asia/Chongqing"",""China"""
"KMH,""city"",""Куруман"",""Kuruman"",""-27.46:23.41"",""Africa/Johannesburg"",""South Africa"""
"KMI,""city"",""Миядзаки"",""Miyazaki"",""31.9076736:131.4202411"",""Asia/Tokyo"",""Japan"""
"KMJ,""city"",""Кумамото"",""Kumamoto"",""32.8031004:130.7078911"",""Asia/Tokyo"",""Japan"""
"KMK,""city"",""Макабана"",""Makabana"",""-3.48:12.62"",""Africa/Brazzaville"",""Republic of the Congo"""
"KML,""city"",""Камилерои"",""Kamileroi"",""-19.36:140.03"",""Australia/Brisbane"",""Australia"""
"KMM,""city"",""Кимам"",""Kimam"",""-7.95:138.88"",""Asia/Damascus"",""Indonesia"""
"KMN,""city"",""Камины"",""Kamina"",""-8.735764:24.995171"",""Africa/Lubumbashi"",""Democratic Republic of the Congo"""
"KMO,""city"",""Манокотак"",""Manokotak"",""58.9813889:-159.0583332"",""America/Anchorage"",""United States"""
